estimating workload which takes just one milisecond
end estimation
3	1	1
3	2	2
3	3	3
3	5	4
3	22	5
3	23	6
3	25	7
3	36	8
3	37	9
3	38	10
3	49	11
3	50	12
3	52	13
3	63	14
3	64	15
3	65	16
3	76	17
3	77	18
3	79	19
3	90	20
3	91	21
3	92	22
3	103	23
3	104	24
3	105	25
3	117	26
3	118	27
3	129	28
3	130	29
3	131	30
3	143	31
3	144	32
3	145	33
3	156	34
3	157	35
3	158	36
3	170	37
3	171	38
3	172	39
3	183	40
3	184	41
3	185	42
3	196	43
3	198	44
3	199	45
3	210	46
3	211	47
3	222	48
3	223	49
3	225	50
3	236	51
3	237	52
3	238	53
3	249	54
3	250	55
3	251	56
3	263	57
3	264	58
3	265	59
3	276	60
3	277	61
3	278	62
3	290	63
3	291	64
3	292	65
3	303	66
3	304	67
3	305	68
3	317	69
3	318	70
3	329	71
3	330	72
3	331	73
3	342	74
3	344	75
3	345	76
3	356	77
3	357	78
3	358	79
3	370	80
3	371	81
3	372	82
3	383	83
3	384	84
3	385	85
3	397	86
3	398	87
3	409	88
3	410	89
3	411	90
3	422	91
3	424	92
3	425	93
3	436	94
3	437	95
3	438	96
3	450	97
3	451	98
3	452	99
3	463	100
0	13	1
0	15	2
0	26	3
0	27	4
0	28	5
0	40	6
0	41	7
0	42	8
0	53	9
0	54	10
0	55	11
0	67	12
0	68	13
0	69	14
0	80	15
0	81	16
0	92	17
0	93	18
0	95	19
0	106	20
0	107	21
0	108	22
0	119	23
0	121	24
0	122	25
0	133	26
0	134	27
0	135	28
0	146	29
0	148	30
0	149	31
0	160	32
0	161	33
0	172	34
0	173	35
0	175	36
0	186	37
0	187	38
0	188	39
0	199	40
0	201	41
0	202	42
0	213	43
0	214	44
0	215	45
0	226	46
0	228	47
0	229	48
0	240	49
0	241	50
0	252	51
0	254	52
0	255	53
0	266	54
0	267	55
0	268	56
0	280	57
0	281	58
0	282	59
0	293	60
0	294	61
0	295	62
0	306	63
0	308	64
0	319	65
0	320	66
0	321	67
0	332	68
0	334	69
0	335	70
0	346	71
0	347	72
0	348	73
0	360	74
0	361	75
0	362	76
0	373	77
0	374	78
0	375	79
0	387	80
0	388	81
0	399	82
0	400	83
0	401	84
0	413	85
0	414	86
0	415	87
0	426	88
0	427	89
0	428	90
0	440	91
0	441	92
0	442	93
0	453	94
0	454	95
0	455	96
0	464	97
0	465	98
0	467	99
0	468	100
2	7	1
2	8	2
2	16	3
2	17	4
2	18	5
2	29	6
2	30	7
2	32	8
2	43	9
2	44	10
2	45	11
2	56	12
2	57	13
2	59	14
2	70	15
2	71	16
2	82	17
2	83	18
2	85	19
2	96	20
2	97	21
2	98	22
2	109	23
2	110	24
2	112	25
2	123	26
2	124	27
2	125	28
2	136	29
2	137	30
2	138	31
2	150	32
2	151	33
2	152	34
2	163	35
2	164	36
2	176	37
2	177	38
2	178	39
2	189	40
2	190	41
2	191	42
2	203	43
2	204	44
2	205	45
2	216	46
2	217	47
2	218	48
2	230	49
2	231	50
2	232	51
2	243	52
2	244	53
2	256	54
2	257	55
2	258	56
2	269	57
2	270	58
2	272	59
2	283	60
2	284	61
2	285	62
2	296	63
2	297	64
2	299	65
2	310	66
2	311	67
2	312	68
2	323	69
2	324	70
2	336	71
2	337	72
2	338	73
2	349	74
2	350	75
2	351	76
2	363	77
2	364	78
2	365	79
2	376	80
2	377	81
2	379	82
2	390	83
2	391	84
2	392	85
2	403	86
2	404	87
2	416	88
2	417	89
2	418	90
2	429	91
2	430	92
2	431	93
2	443	94
2	444	95
2	445	96
2	456	97
2	457	98
2	458	99
2	469	100
1	10	1
1	11	2
1	19	3
1	20	4
1	21	5
1	33	6
1	34	7
1	35	8
1	46	9
1	47	10
1	48	11
1	60	12
1	61	13
1	62	14
1	73	15
1	74	16
1	86	17
1	87	18
1	88	19
1	99	20
1	100	21
1	101	22
1	113	23
1	114	24
1	115	25
1	126	26
1	127	27
1	129	28
1	140	29
1	141	30
1	142	31
1	153	32
1	154	33
1	166	34
1	167	35
1	168	36
1	179	37
1	180	38
1	181	39
1	193	40
1	194	41
1	195	42
1	206	43
1	207	44
1	208	45
1	220	46
1	221	47
1	222	48
1	233	49
1	234	50
1	235	51
1	246	52
1	248	53
1	249	54
1	260	55
1	261	56
1	272	57
1	273	58
1	274	59
1	286	60
1	287	61
1	288	62
1	299	63
1	300	64
1	301	65
1	313	66
1	314	67
1	315	68
1	326	69
1	327	70
1	328	71
1	340	72
1	341	73
1	342	74
1	353	75
1	354	76
1	355	77
1	367	78
1	368	79
1	379	80
1	380	81
1	381	82
1	392	83
1	394	84
1	395	85
1	406	86
1	407	87
1	408	88
1	419	89
1	421	90
1	422	91
1	433	92
1	434	93
1	435	94
1	446	95
1	448	96
1	449	97
1	460	98
1	461	99
1	469	100
